17|財務部|小辣椒·波茲|1011|2020/7/8|2020-7-8 09:00:00.000|2020-7-8 18:00:00.000|
7|董事長|尼克        |1001|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
12|工程部|索爾       |1006|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/9|2020-7-9 09:00:00.000|2020-7-9 18:00:00.000|
7|董事長|尼克        |1001|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
12|工程部|索爾       |1006|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/10|2020-7-10 09:00:00.000|2020-7-10 18:00:00.000|
7|董事長|尼克        |1001|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
12|工程部|索爾       |1006|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/13|2020-7-13 09:00:00.000|2020-7-13 18:00:00.000|
7|董事長|尼克        |1001|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
12|工程部|索爾       |1006|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/14|2020-7-14 09:00:00.000|2020-7-14 18:00:00.000|
7|董事長|尼克        |1001|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
12|工程部|索爾       |1006|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/15|2020-7-15 09:00:00.000|2020-7-15 18:00:00.000|
7|董事長|尼克        |1001|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
12|工程部|索爾       |1006|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/16|2020-7-16 09:00:00.000|2020-7-16 18:00:00.000|
7|董事長|尼克        |1001|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
12|工程部|索爾       |1006|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/17|2020-7-17 09:00:00.000|2020-7-19 18:00:00.000|
7|董事長|尼克        |1001|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
12|工程部|索爾       |1006|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/20|2020-7-20 09:00:00.000|2020-7-20 18:00:00.000|
7|董事長|尼克        |1001|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
12|工程部|索爾       |1006|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/21|2020-7-21 09:00:00.000|2020-7-21 18:00:00.000|
7|董事長|尼克        |1001|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
12|工程部|索爾       |1006|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/22|2020-7-22 09:00:00.000|2020-7-22 18:00:00.000|
7|董事長|尼克        |1001|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
12|工程部|索爾       |1006|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/23|2020-7-23 09:00:00.000|2020-7-23 18:00:00.000|
7|董事長|尼克        |1001|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
8|管理部|蟻人        |1002|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
9|資訊部|鋼鐵人      |1003|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
10|工程部|美國隊長   |1004|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
11|工程部|綠巨人浩克 |1005|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
12|工程部|索爾       |1006|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
13|資訊部|洛基       |1007|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
14|財務部|黑寡婦     |1008|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
15|工程部|鷹眼       |1009|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
16|財務部|瑪莉亞·希爾|1010|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
17|財務部|小辣椒·波茲|1011|2020/7/24|2020-7-24 09:00:00.000|2020-7-24 18:00:00.000|
